"","registration_area","registration_region","tot_number_new_cases","pop_number","prob","infections10","infections100","infections500","infections1000","join"
"509","Полтавська","Козельщинський район",57,18380,0.00310119695321001,0,0,2,3,"ПолтавськаКозельщинський район"
"510","Полтавська","Котелевський район",315,18950,0.016622691292876,0,2,8,17,"ПолтавськаКотелевський район"
"511","Полтавська","Кременчук",2034,219022,0.00928673831852508,0,1,5,9,"ПолтавськаКременчук"
"512","Полтавська","Кременчуцький район",138,38814,0.00355541814809089,0,0,2,4,"ПолтавськаКременчуцький район"
"513","Полтавська","Лохвицький район",363,40617,0.0089371445453874,0,1,4,9,"ПолтавськаЛохвицький район"
"514","Полтавська","Лубенський район",75,30260,0.00247851949768671,0,0,1,2,"ПолтавськаЛубенський район"
"515","Полтавська","Лубни",291,45032,0.00646207141588204,0,1,3,6,"ПолтавськаЛубни"
"516","Полтавська","Машівський район",63,18686,0.00337150808091619,0,0,2,3,"ПолтавськаМашівський район"
"517","Полтавська","Миргород",312,39099,0.00797974372746106,0,1,4,8,"ПолтавськаМиргород"
"518","Полтавська","Миргородський район",57,29743,0.00191641730827422,0,0,1,2,"ПолтавськаМиргородський район"
"519","Полтавська","Новосанжарський район",135,32824,0.00411284426029734,0,0,2,4,"ПолтавськаНовосанжарський район"
"520","Полтавська","Оржицький район",42,22741,0.00184688448177301,0,0,1,2,"ПолтавськаОржицький район"
"521","Полтавська","Пирятинський район",144,30195,0.00476900149031297,0,0,2,5,"ПолтавськаПирятинський район"
"522","Полтавська","Полтава",4722,286649,0.0164731082264372,0,2,8,16,"ПолтавськаПолтава"
"523","Полтавська","Полтавський район",513,68174,0.00752486285094024,0,1,4,8,"ПолтавськаПолтавський район"
"524","Полтавська","Решетилівський район",135,25336,0.00532838648563309,0,1,3,5,"ПолтавськаРешетилівський район"
"525","Полтавська","Семенівський район",42,23722,0.00177050838883737,0,0,1,2,"ПолтавськаСеменівський район"
"526","Полтавська","Хорольський район",147,32705,0.00449472557712888,0,0,2,4,"ПолтавськаХорольський район"
"527","Полтавська","Чорнухинський район",57,10568,0.00539364118092354,0,1,3,5,"ПолтавськаЧорнухинський район"
"528","Полтавська","Чутівський район",132,22082,0.00597771940947378,0,1,3,6,"ПолтавськаЧутівський район"
"529","Полтавська","Шишацький район",99,19413,0.00509967547519703,0,1,3,5,"ПолтавськаШишацький район"
"530","Рівненська","Березнівський район",363,63716,0.00569715613032833,0,1,3,6,"РівненськаБерезнівський район"
"531","Рівненська","Вараш",393,42246,0.00930265587274535,0,1,5,9,"РівненськаВараш"
"532","Рівненська","Володимирецький район",327,65501,0.00499229019404284,0,0,2,5,"РівненськаВолодимирецький район"
"533","Рівненська","Гощанський район",471,34401,0.0136914624574867,0,1,7,14,"РівненськаГощанський район"
"534","Рівненська","Демидівський район",258,14057,0.018353845059401,0,2,9,18,"РівненськаДемидівський район"
"535","Рівненська","Дубенський район",264,44352,0.00595238095238095,0,1,3,6,"РівненськаДубенський район"
"536","Рівненська","Дубно",369,37464,0.00984945547725817,0,1,5,10,"РівненськаДубно"
"537","Рівненська","Дубровицький район",273,46727,0.00584244655124446,0,1,3,6,"РівненськаДубровицький район"
"538","Рівненська","Зарічненський район",570,34722,0.0164161050630724,0,2,8,16,"РівненськаЗарічненський район"
"539","Рівненська","Здолбунівський район",855,56109,0.0152381970806822,0,2,8,15,"РівненськаЗдолбунівський район"
"540","Рівненська","Корецький район",123,32553,0.00377845359874666,0,0,2,4,"РівненськаКорецький район"
"541","Рівненська","Костопільський район",1347,63462,0.0212253001796351,0,2,11,21,"РівненськаКостопільський район"
"542","Рівненська","Млинівський район",501,36771,0.0136248674226972,0,1,7,14,"РівненськаМлинівський район"
"543","Рівненська","Острог",336,15457,0.0217377240085398,0,2,11,22,"РівненськаОстрог"
"544","Рівненська","Острозький район",336,27744,0.0121107266435986,0,1,6,12,"РівненськаОстрозький район"
"545","Рівненська","Радивилівський район",201,36435,0.00551667352820091,0,1,3,6,"РівненськаРадивилівський район"
"546","Рівненська","Рівне",3282,246003,0.0133413007158449,0,1,7,13,"РівненськаРівне"
"547","Рівненська","Рівненський район",1164,92981,0.0125186866133941,0,1,6,13,"РівненськаРівненський район"
"548","Рівненська","Рокитнівський район",366,58223,0.00628617556635694,0,1,3,6,"РівненськаРокитнівський район"
"549","Рівненська","Сарненський район",1503,104037,0.0144467833559215,0,1,7,14,"РівненськаСарненський район"
"550","Сумська","Білопільський район",120,48264,0.00248632521133764,0,0,1,2,"СумськаБілопільський район"
"551","Сумська","Буринський район",114,22962,0.0049647243271492,0,0,2,5,"СумськаБуринський район"
"552","Сумська","Великописарівський район",21,17482,0.00120123555657247,0,0,1,1,"СумськаВеликописарівський район"
"553","Сумська","Глухів",300,32686,0.00917824144893838,0,1,5,9,"СумськаГлухів"
"554","Сумська","Глухівський район",69,21243,0.00324812879536789,0,0,2,3,"СумськаГлухівський район"
"555","Сумська","Конотоп",189,85603,0.00220786654673318,0,0,1,2,"СумськаКонотоп"
"556","Сумська","Конотопський район",54,26838,0.00201207243460765,0,0,1,2,"СумськаКонотопський район"
"557","Сумська","Краснопільський район",24,26988,0.000889284126278346,0,0,0,1,"СумськаКраснопільський район"
"558","Сумська","Кролевецький район",99,36390,0.00272052761747733,0,0,1,3,"СумськаКролевецький район"
"559","Сумська","Лебедин",216,24600,0.00878048780487805,0,1,4,9,"СумськаЛебедин"
"560","Сумська","Лебединський район",24,18510,0.00129659643435981,0,0,1,1,"СумськаЛебединський район"
"561","Сумська","Липоводолинський район",24,17713,0.0013549370518828,0,0,1,1,"СумськаЛиповодолинський район"
"562","Сумська","Недригайлівський район",114,22972,0.00496256312032039,0,0,2,5,"СумськаНедригайлівський район"
"563","Сумська","Охтирка",333,47603,0.00699535743545575,0,1,3,7,"СумськаОхтирка"
"564","Сумська","Охтирський район",54,25234,0.00213996988190537,0,0,1,2,"СумськаОхтирський район"
"565","Сумська","Путивльський район",96,26194,0.0036649614415515,0,0,2,4,"СумськаПутивльський район"
"566","Сумська","Роменський район",51,30876,0.00165176836377769,0,0,1,2,"СумськаРоменський район"
"567","Сумська","Ромни",297,38947,0.00762574781112794,0,1,4,8,"СумськаРомни"
"568","Сумська","Середино-Будський район",3,15561,0.000192789666473877,0,0,0,0,"СумськаСередино-Будський район"
"569","Сумська","Сумський район",3966,264981,0.0149671108494571,0,1,7,15,"СумськаСумський район"
"570","Сумська","Тростянецький район",180,33413,0.00538712477179541,0,1,3,5,"СумськаТростянецький район"
"571","Сумська","Шостка",159,74125,0.00214502529510961,0,0,1,2,"СумськаШостка"
"572","Сумська","Шосткинський район",6,19420,0.000308959835221421,0,0,0,0,"СумськаШосткинський район"
"573","Сумська","Ямпільський район",126,22412,0.00562198822059611,0,1,3,6,"СумськаЯмпільський район"
"574","Тернопільська","Бережанський район",471,20453,0.0230284065907202,0,2,12,23,"ТернопільськаБережанський район"
"575","Тернопільська","Борщівський район",537,64966,0.00826586214327494,0,1,4,8,"ТернопільськаБорщівський район"
"576","Тернопільська","Бучацький район",312,62242,0.00501269239420327,0,1,3,5,"ТернопільськаБучацький район"
"577","Тернопільська","Гусятинський район",573,57964,0.00988544613898282,0,1,5,10,"ТернопільськаГусятинський район"
"578","Тернопільська","Заліщицький район",498,44966,0.0110750344704888,0,1,6,11,"ТернопільськаЗаліщицький район"
"579","Тернопільська","Збаразький район",357,55844,0.00639280853807034,0,1,3,6,"ТернопільськаЗбаразький район"
"580","Тернопільська","Зборівський район",159,39947,0.0039802738628683,0,0,2,4,"ТернопільськаЗборівський район"
"581","Тернопільська","Козівський район",195,36394,0.00535802604824971,0,1,3,5,"ТернопільськаКозівський район"
"582","Тернопільська","Кременецький район",375,45884,0.00817278354110365,0,1,4,8,"ТернопільськаКременецький район"
"583","Тернопільська","Лановецький район",147,28410,0.00517423442449842,0,1,3,5,"ТернопільськаЛановецький район"
"584","Тернопільська","Монастириський район",453,25889,0.0174977789794894,0,2,9,17,"ТернопільськаМонастириський район"
"585","Тернопільська","Підволочиський район",654,40668,0.0160814399527884,0,2,8,16,"ТернопільськаПідволочиський район"
"586","Тернопільська","Підгаєцький район",261,17534,0.0148853655754534,0,1,7,15,"ТернопільськаПідгаєцький район"
"587","Тернопільська","Теребовлянський район",507,62962,0.00805247609669324,0,1,4,8,"ТернопільськаТеребовлянський район"
"588","Тернопільська","Тернопіль",2244,223462,0.0100419758169174,0,1,5,10,"ТернопільськаТернопіль"
"589","Тернопільська","Тернопільський район",831,67199,0.0123662554502299,0,1,6,12,"ТернопільськаТернопільський район"
"590","Тернопільська","Чортківський район",852,42832,0.019891669779604,0,2,10,20,"ТернопільськаЧортківський район"
"591","Тернопільська","Шумський район",366,32625,0.0112183908045977,0,1,6,11,"ТернопільськаШумський район"
"592","Харківська","Балаклійський район",654,78337,0.00834854538723719,0,1,4,8,"ХарківськаБалаклійський район"
"593","Харківська","Барвінківський район",90,20087,0.00448050978244636,0,0,2,4,"ХарківськаБарвінківський район"
"594","Харківська","Близнюківський район",66,17799,0.00370807348727457,0,0,2,4,"ХарківськаБлизнюківський район"
"595","Харківська","Богодухівський район",579,37563,0.015414104304768,0,2,8,15,"ХарківськаБогодухівський район"
"596","Харківська","Борівський район",243,15972,0.0152141247182569,0,2,8,15,"ХарківськаБорівський район"
"597","Харківська","Валківський район",267,30791,0.00867136500925595,0,1,4,9,"ХарківськаВалківський район"
"598","Харківська","Великобурлуцький район",159,21256,0.00748024087316522,0,1,4,7,"ХарківськаВеликобурлуцький район"
"599","Харківська","Вовчанський район",363,44448,0.00816684665226782,0,1,4,8,"ХарківськаВовчанський район"
"600","Харківська","Дворічанський район",147,16568,0.00887252535007243,0,1,4,9,"ХарківськаДворічанський район"
"601","Харківська","Дергачівський район",168,92829,0.00180977927156384,0,0,1,2,"ХарківськаДергачівський район"
"602","Харківська","Зачепилівський район",243,14491,0.0167690290525154,0,2,8,17,"ХарківськаЗачепилівський район"
"603","Харківська","Зміївський район",453,69135,0.00655239748318507,0,1,3,7,"ХарківськаЗміївський район"
"604","Харківська","Золочівський район",306,24739,0.012369133756417,0,1,6,12,"ХарківськаЗолочівський район"
"605","Харківська","Ізюм",18,46653,0.000385827277988554,0,0,0,0,"ХарківськаІзюм"
"606","Харківська","Ізюмський район",90,16416,0.00548245614035088,0,1,3,5,"ХарківськаІзюмський район"
"607","Харківська","Кегичівський район",135,20353,0.00663292880656414,0,1,3,7,"ХарківськаКегичівський район"
"608","Харківська","Ківшарівка",24,18496,0.00129757785467128,0,0,1,1,"ХарківськаКівшарівка"
"609","Харківська","Коломацький район",96,6677,0.0143777145424592,0,1,7,14,"ХарківськаКоломацький район"
"610","Харківська","Красноградський район",345,43034,0.00801691685643909,0,1,4,8,"ХарківськаКрасноградський район"
"611","Харківська","Краснокутський район",297,26907,0.0110380198461367,0,1,6,11,"ХарківськаКраснокутський район"
"612","Харківська","Куп'янськ",54,27584,0.001957656612529,0,0,1,2,"ХарківськаКуп'янськ"
"613","Харківська","Куп'янський район",15,23180,0.000647109577221743,0,0,0,1,"ХарківськаКуп'янський район"
"614","Харківська","Лозівський район",177,27331,0.00647616259924628,0,1,3,6,"ХарківськаЛозівський район"
"615","Харківська","Лозова",264,54618,0.00483357135010436,0,0,2,5,"ХарківськаЛозова"
"616","Харківська","Люботин",234,20646,0.011333914559721,0,1,6,11,"ХарківськаЛюботин"
"617","Харківська","Нововодолазький район",186,31472,0.00591001525165226,0,1,3,6,"ХарківськаНововодолазький район"
"618","Харківська","Панютине",33,7058,0.00467554548030604,0,0,2,5,"ХарківськаПанютине"
"619","Харківська","Первомайський",84,29357,0.00286132779234935,0,0,1,3,"ХарківськаПервомайський"
"620","Харківська","Первомайський район",3,14747,0.000203431206347054,0,0,0,0,"ХарківськаПервомайський район"
"621","Харківська","Печенізький район",18,9617,0.00187168555682645,0,0,1,2,"ХарківськаПеченізький район"
"622","Харківська","Сахновщинський район",144,20181,0.00713542440909767,0,1,4,7,"ХарківськаСахновщинський район"
"623","Харківська","Слобожанське",3,14017,0.000214025825782978,0,0,0,0,"ХарківськаСлобожанське"
"624","Харківська","Харків",20319,1443207,0.0140790614236211,0,1,7,14,"ХарківськаХарків"
"625","Харківська","Харківський район",1695,176186,0.00962051468334601,0,1,5,10,"ХарківськаХарківський район"
"626","Харківська","Чугуїв",693,31861,0.0217507297322746,0,2,11,22,"ХарківськаЧугуїв"
"627","Харківська","Чугуївський район",576,45362,0.0126978528283585,0,1,6,13,"ХарківськаЧугуївський район"
"628","Харківська","Шевченківський район",297,19694,0.0150807352493145,0,2,8,15,"ХарківськаШевченківський район"
"629","Херсонська","Антонівка",84,12752,0.00658720200752823,0,1,3,7,"ХерсонськаАнтонівка"
"630","Херсонська","Бериславський район",174,45931,0.0037882911323507,0,0,2,4,"ХерсонськаБериславський район"
"631","Херсонська","Білозерський район",441,64790,0.00680660595770952,0,1,3,7,"ХерсонськаБілозерський район"
"632","Херсонська","Великолепетиський район",60,15961,0.0037591629597143,0,0,2,4,"ХерсонськаВеликолепетиський район"
"633","Херсонська","Великоолександрівський район",390,24494,0.0159222666775537,0,2,8,16,"ХерсонськаВеликоолександрівський район"
"634","Херсонська","Верхньорогачицький район",33,11217,0.00294196309173576,0,0,1,3,"ХерсонськаВерхньорогачицький район"
"635","Херсонська","Високопільський район",129,14119,0.00913662440682768,0,1,5,9,"ХерсонськаВисокопільський район"
"636","Херсонська","Генічеський район",144,58331,0.00246867017537844,0,0,1,2,"ХерсонськаГенічеський район"
"637","Херсонська","Голопристанський район",225,44639,0.00504043549362665,0,1,3,5,"ХерсонськаГолопристанський район"
"638","Херсонська","Горностаївський район",36,18993,0.00189543516032222,0,0,1,2,"ХерсонськаГорностаївський район"
"639","Херсонська","Дніпряни",15,4089,0.00366837857666911,0,0,2,4,"ХерсонськаДніпряни"
"640","Херсонська","Зеленівка",39,5757,0.00677436164669099,0,1,3,7,"ХерсонськаЗеленівка"
"641","Херсонська","Іванівський район",30,13172,0.00227755845733374,0,0,1,2,"ХерсонськаІванівський район"
"642","Херсонська","Каланчацький район",78,21032,0.00370863446177254,0,0,2,4,"ХерсонськаКаланчацький район"
"643","Херсонська","Каховка",288,35795,0.00804581645481212,0,1,4,8,"ХерсонськаКаховка"
"644","Херсонська","Каховський район",72,34521,0.00208568697314678,0,0,1,2,"ХерсонськаКаховський район"
"645","Херсонська","Комишани",63,6828,0.00922671353251318,0,1,5,9,"ХерсонськаКомишани"
"646","Херсонська","Наддніпрянське",3,1070,0.00280373831775701,0,0,1,3,"ХерсонськаНаддніпрянське"
"647","Херсонська","Нижньосірогозький район",156,15033,0.0103771702255039,0,1,5,10,"ХерсонськаНижньосірогозький район"
"648","Херсонська","Нова Каховка",225,45422,0.00495354673946546,0,0,2,5,"ХерсонськаНова Каховка"
"649","Херсонська","Нововоронцовський район",138,20251,0.00681447829736803,0,1,3,7,"ХерсонськаНововоронцовський район"
"650","Херсонська","Новотроїцький район",72,34747,0.0020721213342159,0,0,1,2,"ХерсонськаНовотроїцький район"
"651","Херсонська","Олешківський район",723,70128,0.0103097193702943,0,1,5,10,"ХерсонськаОлешківський район"
"652","Херсонська","Скадовський район",132,46043,0.00286688530286906,0,0,1,3,"ХерсонськаСкадовський район"
"653","Херсонська","Таврійськ",24,10360,0.00231660231660232,0,0,1,2,"ХерсонськаТаврійськ"
"654","Херсонська","Херсон",3054,286958,0.0106426724468389,0,1,5,11,"ХерсонськаХерсон"
"655","Херсонська","Чаплинський район",102,34149,0.00298691030484055,0,0,1,3,"ХерсонськаЧаплинський район"
"656","Хмельницька","Білогірський район",420,25403,0.0165334802976026,0,2,8,17,"ХмельницькаБілогірський район"
"657","Хмельницька","Віньковецький район",378,22740,0.016622691292876,0,2,8,17,"ХмельницькаВіньковецький район"
"658","Хмельницька","Волочиський район",1185,48875,0.0242455242966752,0,2,12,24,"ХмельницькаВолочиський район"
"659","Хмельницька","Городоцький район",774,45429,0.0170375751172159,0,2,9,17,"ХмельницькаГородоцький район"
"660","Хмельницька","Деражнянський район",249,30458,0.00817519206776545,0,1,4,8,"ХмельницькаДеражнянський район"
"661","Хмельницька","Дунаєвецький район",603,59576,0.0101215254464885,0,1,5,10,"ХмельницькаДунаєвецький район"
"662","Хмельницька","Ізяславський район",249,41972,0.00593252644620223,0,1,3,6,"ХмельницькаІзяславський район"
"663","Хмельницька","Кам'янець-Подільський",1254,98970,0.0126705062140042,0,1,6,13,"ХмельницькаКам'янець-Подільський"
"664","Хмельницька","Кам'янець-Подільський район",783,63302,0.0123692774319927,0,1,6,12,"ХмельницькаКам'янець-Подільський район"
"665","Хмельницька","Красилівський район",615,49345,0.0124632688215625,0,1,6,12,"ХмельницькаКрасилівський район"
"666","Хмельницька","Летичівський район",723,26490,0.0272933182332956,0,3,14,27,"ХмельницькаЛетичівський район"
"667","Хмельницька","Нетішин",483,36746,0.0131442878136396,0,1,7,13,"ХмельницькаНетішин"
"668","Хмельницька","Новоушицький район",465,26983,0.0172330726753882,0,2,9,17,"ХмельницькаНовоушицький район"
"669","Хмельницька","Полонський район",642,42648,0.015053460889139,0,2,8,15,"ХмельницькаПолонський район"
"670","Хмельницька","Славута",801,35230,0.0227363042861198,0,2,11,23,"ХмельницькаСлавута"
"671","Хмельницька","Славутський район",192,28018,0.00685273752587622,0,1,3,7,"ХмельницькаСлавутський район"
"672","Хмельницька","Старокостянтинів",327,34455,0.00949063996517196,0,1,5,9,"ХмельницькаСтарокостянтинів"
"673","Хмельницька","Старокостянтинівський район",60,27023,0.00222033082929356,0,0,1,2,"ХмельницькаСтарокостянтинівський район"
"674","Хмельницька","Старосинявський район",240,19093,0.0125700518514639,0,1,6,13,"ХмельницькаСтаросинявський район"
"675","Хмельницька","Теофіпольський район",762,25353,0.0300556147201515,0,3,15,30,"ХмельницькаТеофіпольський район"
"676","Хмельницька","Хмельницький",3621,273713,0.0132291853145448,0,1,7,13,"ХмельницькаХмельницький"
"677","Хмельницька","Хмельницький район",417,52955,0.00787461051836465,0,1,4,8,"ХмельницькаХмельницький район"
"678","Хмельницька","Чемеровецький район",339,38770,0.00874387412948156,0,1,4,9,"ХмельницькаЧемеровецький район"
"679","Хмельницька","Шепетівка",633,41189,0.0153681808249775,0,2,8,15,"ХмельницькаШепетівка"
"680","Хмельницька","Шепетівський район",165,32100,0.00514018691588785,0,1,3,5,"ХмельницькаШепетівський район"
"681","Хмельницька","Ярмолинецький район",732,27866,0.0262685710184454,0,3,13,26,"ХмельницькаЯрмолинецький район"
"682","Черкаська","Ватутіне",15,16200,0.000925925925925926,0,0,0,1,"ЧеркаськаВатутіне"
"683","Черкаська","Городищенський район",18,38487,0.000467690388962507,0,0,0,0,"ЧеркаськаГородищенський район"
"684","Черкаська","Драбівський район",21,32932,0.0006376776387708,0,0,0,1,"ЧеркаськаДрабівський район"
"685","Черкаська","Жашківський район",27,35145,0.000768245838668374,0,0,0,1,"ЧеркаськаЖашківський район"
"686","Черкаська","Звенигородський район",21,42176,0.000497913505311077,0,0,0,0,"ЧеркаськаЗвенигородський район"
"687","Черкаська","Золотоніський район",33,39349,0.00083864901268139,0,0,0,1,"ЧеркаськаЗолотоніський район"
"688","Черкаська","Золотоноша",87,27664,0.00314488143435512,0,0,2,3,"ЧеркаськаЗолотоноша"
"689","Черкаська","Кам'янський район",3,25767,0.000116427989288625,0,0,0,0,"ЧеркаськаКам'янський район"
"690","Черкаська","Канів",120,23597,0.00508539221087426,0,1,3,5,"ЧеркаськаКанів"
"691","Черкаська","Канівський район",30,18587,0.00161403131220746,0,0,1,2,"ЧеркаськаКанівський район"
"692","Черкаська","Катеринопільський район",72,23093,0.00311782791322046,0,0,2,3,"ЧеркаськаКатеринопільський район"
"693","Черкаська","Корсунь-Шевченківський район",12,40625,0.000295384615384615,0,0,0,0,"ЧеркаськаКорсунь-Шевченківський район"
"694","Черкаська","Лисянський район",15,22202,0.000675614809476624,0,0,0,1,"ЧеркаськаЛисянський район"
"695","Черкаська","Маньківський район",117,26211,0.00446377475105872,0,0,2,4,"ЧеркаськаМаньківський район"
"696","Черкаська","Монастирищенський район",66,34817,0.00189562570008904,0,0,1,2,"ЧеркаськаМонастирищенський район"
"697","Черкаська","Сміла",39,66972,0.000582332915248163,0,0,0,1,"ЧеркаськаСміла"
"698","Черкаська","Смілянський район",12,31264,0.000383828045035824,0,0,0,0,"ЧеркаськаСмілянський район"
"699","Черкаська","Тальнівський район",102,31874,0.00320010039530652,0,0,2,3,"ЧеркаськаТальнівський район"
"700","Черкаська","Уманський район",3,41994,7.14387769681383e-05,0,0,0,0,"ЧеркаськаУманський район"
"701","Черкаська","Умань",33,82603,0.000399501228768931,0,0,0,0,"ЧеркаськаУмань"
"702","Черкаська","Христинівський район",3,33479,8.96084112428687e-05,0,0,0,0,"ЧеркаськаХристинівський район"
"703","Черкаська","Черкаси",384,274762,0.00139757317241831,0,0,1,1,"ЧеркаськаЧеркаси"
"704","Черкаська","Черкаський район",219,73883,0.00296414601464478,0,0,1,3,"ЧеркаськаЧеркаський район"
"705","Черкаська","Чигиринський район",3,25410,0.000118063754427391,0,0,0,0,"ЧеркаськаЧигиринський район"
"706","Черкаська","Чорнобаївський район",12,39346,0.000304986529761602,0,0,0,0,"ЧеркаськаЧорнобаївський район"
"707","Черкаська","Шполянський район",66,41211,0.00160151415884109,0,0,1,2,"ЧеркаськаШполянський район"
"708","Чернівецька","Вижницький район",819,55095,0.0148652327797441,0,1,7,15,"ЧернівецькаВижницький район"
"709","Чернівецька","Герцаївський район",192,33175,0.00578749058025622,0,1,3,6,"ЧернівецькаГерцаївський район"
"710","Чернівецька","Глибоцький район",921,74131,0.0124239521927399,0,1,6,12,"ЧернівецькаГлибоцький район"
"711","Чернівецька","Заставнівський район",681,48198,0.0141292169799577,0,1,7,14,"ЧернівецькаЗаставнівський район"
"712","Чернівецька","Кельменецький район",639,39157,0.0163189212656741,0,2,8,16,"ЧернівецькаКельменецький район"
"713","Чернівецька","Кіцманський район",2448,68027,0.0359857115557058,0,4,18,36,"ЧернівецькаКіцманський район"
"714","Чернівецька","Новодністровськ",243,10622,0.0228770476369799,0,2,11,23,"ЧернівецькаНоводністровськ"
"715","Чернівецька","Новоселицький район",864,76744,0.01125820911081,0,1,6,11,"ЧернівецькаНовоселицький район"
"716","Чернівецька","Путильський район",129,26304,0.00490419708029197,0,0,2,5,"ЧернівецькаПутильський район"
"717","Чернівецька","Сокирянський район",582,41686,0.0139615218538598,0,1,7,14,"ЧернівецькаСокирянський район"
"718","Чернівецька","Сторожинецький район",1446,100918,0.0143284646941081,0,1,7,14,"ЧернівецькаСторожинецький район"
"719","Чернівецька","Хотинський район",1479,60515,0.0244402214327026,0,2,12,24,"ЧернівецькаХотинський район"
"720","Чернівецька","Чернівці",7536,267060,0.0282183778926084,0,3,14,28,"ЧернівецькаЧернівці"
"721","Чернігівська","Бахмацький район",306,42381,0.0072202166064982,0,1,4,7,"ЧернігівськаБахмацький район"
"722","Чернігівська","Бобровицький район",84,31435,0.00267218069031334,0,0,1,3,"ЧернігівськаБобровицький район"
"723","Чернігівська","Борзнянський район",33,29500,0.00111864406779661,0,0,1,1,"ЧернігівськаБорзнянський район"
"724","Чернігівська","Варвинський район",108,15186,0.00711181351244567,0,1,4,7,"ЧернігівськаВарвинський район"
"725","Чернігівська","Городнянський район",75,26850,0.00279329608938547,0,0,1,3,"ЧернігівськаГороднянський район"
"726","Чернігівська","Ічнянський район",177,29658,0.00596803560590734,0,1,3,6,"ЧернігівськаІчнянський район"
"727","Чернігівська","Козелецький район",315,42282,0.00744997871434653,0,1,4,7,"ЧернігівськаКозелецький район"
"728","Чернігівська","Коропський район",81,21620,0.00374653098982424,0,0,2,4,"ЧернігівськаКоропський район"
"729","Чернігівська","Корюківський район",114,25422,0.00448430493273543,0,0,2,4,"ЧернігівськаКорюківський район"
"730","Чернігівська","Куликівський район",216,15730,0.0137317228226319,0,1,7,14,"ЧернігівськаКуликівський район"
"731","Чернігівська","Менський район",231,33730,0.00684850281648384,0,1,3,7,"ЧернігівськаМенський район"
"732","Чернігівська","Ніжин",726,68007,0.0106753716529181,0,1,5,11,"ЧернігівськаНіжин"
"733","Чернігівська","Ніжинський район",174,25716,0.00676621558562762,0,1,3,7,"ЧернігівськаНіжинський район"
"734","Чернігівська","Новгород-Сіверський район",219,12340,0.0177471636952998,0,2,9,18,"ЧернігівськаНовгород-Сіверський район"
"735","Чернігівська","Носівський район",150,27749,0.00540560020180907,0,1,3,5,"ЧернігівськаНосівський район"
"736","Чернігівська","Прилуки",336,53395,0.00629272403783126,0,1,3,6,"ЧернігівськаПрилуки"
"737","Чернігівська","Прилуцький район",114,34406,0.00331337557402779,0,0,2,3,"ЧернігівськаПрилуцький район"
"738","Чернігівська","Ріпкинський район",219,25646,0.00853934336738673,0,1,4,9,"ЧернігівськаРіпкинський район"
"739","Чернігівська","Семенівський район",45,16790,0.0026801667659321,0,0,1,3,"ЧернігівськаСеменівський район"
"740","Чернігівська","Сновський район",60,22405,0.00267797366659228,0,0,1,3,"ЧернігівськаСновський район"
"741","Чернігівська","Сосницький район",120,17377,0.00690567992173563,0,1,3,7,"ЧернігівськаСосницький район"
"742","Чернігівська","Срібнянський район",45,10691,0.00420914788139557,0,0,2,4,"ЧернігівськаСрібнянський район"
"743","Чернігівська","Талалаївський район",90,12065,0.00745959386655615,0,1,4,7,"ЧернігівськаТалалаївський район"
"744","Чернігівська","Чернігів",2331,286899,0.00812481047337216,0,1,4,8,"ЧернігівськаЧернігів"
"745","Чернігівська","Чернігівський район",432,51152,0.00844541757898029,0,1,4,8,"ЧернігівськаЧернігівський район"
"746","Київська","Київ",14553,2963489,0.00491076565494254,0,0,2,5,"КиївськаКиїв"
