"","registration_area","registration_region","tot_number_new_cases","pop_number","prob","infections10","infections100","infections500","infections1000","join"
"252","Закарпатська","Ужгородський район",1161,71640,0.0162060301507538,0,2,8,16,"ЗакарпатськаУжгородський район"
"253","Закарпатська","Хуст",168,28321,0.00593199392676812,0,1,3,6,"ЗакарпатськаХуст"
"254","Закарпатська","Хустський район",66,95195,0.000693313724460318,0,0,0,1,"ЗакарпатськаХустський район"
"255","Закарпатська","Чоп",195,8819,0.0221113504932532,0,2,11,22,"ЗакарпатськаЧоп"
"256","Запорізька","Бердянськ",402,109187,0.00368175698572174,0,0,2,4,"ЗапорізькаБердянськ"
"257","Запорізька","Бердянський район",21,24274,0.000865123177061877,0,0,0,1,"ЗапорізькаБердянський район"
"258","Запорізька","Більмацький район",165,20922,0.00788643533123028,0,1,4,8,"ЗапорізькаБільмацький район"
"259","Запорізька","Василівський район",6,60962,9.84219677832092e-05,0,0,0,0,"ЗапорізькаВасилівський район"
"260","Запорізька","Великобілозерський район",6,7644,0.000784929356357928,0,0,0,1,"ЗапорізькаВеликобілозерський район"
"261","Запорізька","Веселівський район",6,20672,0.000290247678018576,0,0,0,0,"ЗапорізькаВеселівський район"
"262","Запорізька","Вільнянський район",174,45621,0.0038140330111133,0,0,2,4,"ЗапорізькаВільнянський район"
"263","Запорізька","Гуляйпільський район",12,25337,0.000473615660891187,0,0,0,0,"ЗапорізькаГуляйпільський район"
"264","Запорізька","Енергодар",9,53343,0.000168719419605197,0,0,0,0,"ЗапорізькаЕнергодар"
"265","Запорізька","Запоріжжя",5310,731922,0.00725487142072516,0,1,4,7,"ЗапорізькаЗапоріжжя"
"266","Запорізька","Запорізький район",180,56364,0.00319352778369172,0,0,2,3,"ЗапорізькаЗапорізький район"
"267","Запорізька","Кам'янсько-Дніпровський район",63,38365,0.00164212172553108,0,0,1,2,"ЗапорізькаКам'янсько-Дніпровський район"
"268","Запорізька","Мелітополь",591,151948,0.00388948850922684,0,0,2,4,"ЗапорізькаМелітополь"
"269","Запорізька","Мелітопольський район",27,48191,0.00056027058994418,0,0,0,1,"ЗапорізькаМелітопольський район"
"270","Запорізька","Михайлівський район",6,27862,0.000215347067690762,0,0,0,0,"ЗапорізькаМихайлівський район"
"271","Запорізька","Нововасилівка",9,2229,0.00403768506056528,0,0,2,4,"ЗапорізькаНововасилівка"
"272","Запорізька","Новомиколаївський район",36,15068,0.00238916910007964,0,0,1,2,"ЗапорізькаНовомиколаївський район"
"273","Запорізька","Оріхівський район",327,44114,0.00741261277598948,0,1,4,7,"ЗапорізькаОріхівський район"
"274","Запорізька","Пологівський район",501,38636,0.0129671808675846,0,1,6,13,"ЗапорізькаПологівський район"
"275","Запорізька","Приазовський район",135,26280,0.00513698630136986,0,1,3,5,"ЗапорізькаПриазовський район"
"276","Запорізька","Приморський район",15,28866,0.000519642485969653,0,0,0,1,"ЗапорізькаПриморський район"
"277","Запорізька","Розівський район",48,8277,0.00579920260964117,0,1,3,6,"ЗапорізькаРозівський район"
"278","Запорізька","Токмак",39,30532,0.0012773483558234,0,0,1,1,"ЗапорізькаТокмак"
"279","Запорізька","Токмацький район",6,21330,0.000281293952180028,0,0,0,0,"ЗапорізькаТокмацький район"
"280","Запорізька","Чернігівський район",42,16145,0.00260142458965624,0,0,1,3,"ЗапорізькаЧернігівський район"
"281","Запорізька","Якимівський район",0,32490,0,0,0,0,0,"ЗапорізькаЯкимівський район"
"282","Івано-Франківська","Богородчанський район",693,68952,0.0100504698920989,0,1,5,10,"Івано-ФранківськаБогородчанський район"
"283","Івано-Франківська","Болехів",87,10399,0.00836618905664006,0,1,4,8,"Івано-ФранківськаБолехів"
"284","Івано-Франківська","Верховинський район",114,30479,0.00374028019291972,0,0,2,4,"Івано-ФранківськаВерховинський район"
"285","Івано-Франківська","Ворохта",21,4235,0.00495867768595041,0,0,2,5,"Івано-ФранківськаВорохта"
"286","Івано-Франківська","Галицький район",573,41948,0.0136597692381043,0,1,7,14,"Івано-ФранківськаГалицький район"
"287","Івано-Франківська","Городенківський район",549,51370,0.010687171500876,0,1,5,11,"Івано-ФранківськаГороденківський район"
"288","Івано-Франківська","Долинський район",471,68266,0.00689948144024844,0,1,3,7,"Івано-ФранківськаДолинський район"
"289","Івано-Франківська","Івано-Франківськ",4704,237686,0.0197908164553234,0,2,10,20,"Івано-ФранківськаІвано-Франківськ"
"290","Івано-Франківська","Калуський район",210,57409,0.00365796303715445,0,0,2,4,"Івано-ФранківськаКалуський район"
"291","Івано-Франківська","Калуш",558,66140,0.00843664953129725,0,1,4,8,"Івано-ФранківськаКалуш"
"292","Івано-Франківська","Коломийський район",999,96573,0.0103445062284489,0,1,5,10,"Івано-ФранківськаКоломийський район"
"293","Івано-Франківська","Косівський район",843,86615,0.00973272527853143,0,1,5,10,"Івано-ФранківськаКосівський район"
"294","Івано-Франківська","Надвірнянський район",744,114625,0.0064907306434024,0,1,3,6,"Івано-ФранківськаНадвірнянський район"
"295","Івано-Франківська","Рогатинський район",405,38653,0.0104778413059788,0,1,5,10,"Івано-ФранківськаРогатинський район"
"296","Івано-Франківська","Рожнятівський район",297,71707,0.00414185504901892,0,0,2,4,"Івано-ФранківськаРожнятівський район"
"297","Івано-Франківська","Снятинський район",234,63545,0.00368242977417578,0,0,2,4,"Івано-ФранківськаСнятинський район"
"298","Івано-Франківська","Тисменицький район",1632,81796,0.0199520758961318,0,2,10,20,"Івано-ФранківськаТисменицький район"
"299","Івано-Франківська","Тлумацький район",660,45699,0.0144423291538108,0,1,7,14,"Івано-ФранківськаТлумацький район"
"300","Івано-Франківська","Яремче",99,8044,0.0123073097961213,0,1,6,12,"Івано-ФранківськаЯремче"
"301","Київська","Баришівський район",150,34577,0.00433814385285016,0,0,2,4,"КиївськаБаришівський район"
"302","Київська","Березань",93,16383,0.0056766160043948,0,1,3,6,"КиївськаБерезань"
"303","Київська","Біла Церква",1110,209238,0.00530496372551831,0,1,3,5,"КиївськаБіла Церква"
"304","Київська","Білоцерківський район",93,48440,0.00191990090834021,0,0,1,2,"КиївськаБілоцерківський район"
"305","Київська","Богуславський район",135,33318,0.00405186385737439,0,0,2,4,"КиївськаБогуславський район"
"306","Київська","Бориспіль",306,63169,0.00484414823726828,0,0,2,5,"КиївськаБориспіль"
"307","Київська","Бориспільський район",210,53619,0.00391652212835003,0,0,2,4,"КиївськаБориспільський район"
"308","Київська","Бородянський район",318,56967,0.00558217915635368,0,1,3,6,"КиївськаБородянський район"
"309","Київська","Бровари",390,108349,0.00359947945989349,0,0,2,4,"КиївськаБровари"
"310","Київська","Броварський район",438,68688,0.00637665967854647,0,1,3,6,"КиївськаБроварський район"
"311","Київська","Буча",45,36284,0.00124021607320031,0,0,1,1,"КиївськаБуча"
"312","Київська","Васильків",234,37507,0.00623883541738875,0,1,3,6,"КиївськаВасильків"
"313","Київська","Васильківський район",216,57613,0.00374915383680767,0,0,2,4,"КиївськаВасильківський район"
"314","Київська","Вишгородський район",129,76347,0.0016896538174388,0,0,1,2,"КиївськаВишгородський район"
"315","Київська","Володарський район",33,16484,0.00200194127638923,0,0,1,2,"КиївськаВолодарський район"
"316","Київська","Ворзель",12,6618,0.00181323662737987,0,0,1,2,"КиївськаВорзель"
"317","Київська","Гостомель",87,16945,0.00513425789318383,0,1,3,5,"КиївськаГостомель"
"318","Київська","Згурівський район",63,15503,0.00406372960072244,0,0,2,4,"КиївськаЗгурівський район"
"319","Київська","Іванківський район",75,29174,0.00257078220333173,0,0,1,3,"КиївськаІванківський район"
"320","Київська","Ірпінь",363,100509,0.00361161687013103,0,0,2,4,"КиївськаІрпінь"
"321","Київська","Кагарлицький район",120,32346,0.00370988684845112,0,0,2,4,"КиївськаКагарлицький район"
"322","Київська","Києво-Святошинський район",1119,210123,0.00532545223511943,0,1,3,5,"КиївськаКиєво-Святошинський район"
"323","Київська","Коцюбинське",99,16862,0.00587118965721741,0,1,3,6,"КиївськаКоцюбинське"
"324","Київська","Макарівський район",186,35640,0.00521885521885522,0,1,3,5,"КиївськаМакарівський район"
"325","Київська","Миронівський район",285,33114,0.00860663163616597,0,1,4,9,"КиївськаМиронівський район"
"326","Київська","Обухівський район",393,35278,0.0111400873065367,0,1,6,11,"КиївськаОбухівський район"
"327","Київська","Переяслав",174,26786,0.00649593071007243,0,1,3,6,"КиївськаПереяслав"
"328","Київська","Переяслав-Хмельницький район",150,27019,0.00555164883970539,0,1,3,6,"КиївськаПереяслав-Хмельницький район"
"329","Київська","Поліський район",12,5456,0.00219941348973607,0,0,1,2,"КиївськаПоліський район"
"330","Київська","Ржищів",48,7323,0.00655469070053257,0,1,3,7,"КиївськаРжищів"
"331","Київська","Рокитнянський район",57,25729,0.00221539896614715,0,0,1,2,"КиївськаРокитнянський район"
"332","Київська","Сквирський район",57,35669,0.00159802629734503,0,0,1,2,"КиївськаСквирський район"
"333","Київська","Славутич",81,24784,0.0032682375726275,0,0,2,3,"КиївськаСлавутич"
"334","Київська","Ставищенський район",6,20983,0.000285945765619787,0,0,0,0,"КиївськаСтавищенський район"
"335","Київська","Таращанський район",135,26468,0.00510049871542995,0,1,3,5,"КиївськаТаращанський район"
"336","Київська","Тетіївський район",36,31001,0.00116125286281088,0,0,1,1,"КиївськаТетіївський район"
"337","Київська","Фастів",330,45393,0.00726984336792016,0,1,4,7,"КиївськаФастів"
"338","Київська","Фастівський район",192,30331,0.00633015726484455,0,1,3,6,"КиївськаФастівський район"
"339","Київська","Яготинський район",141,31624,0.00445863900834809,0,0,2,4,"КиївськаЯготинський район"
"340","Кіровоградська","Благовіщенський район",36,21802,0.00165122465828823,0,0,1,2,"КіровоградськаБлаговіщенський район"
"341","Кіровоградська","Бобринецький район",57,24702,0.00230750546514452,0,0,1,2,"КіровоградськаБобринецький район"
"342","Кіровоградська","Вільшанський район",69,12003,0.00574856285928518,0,1,3,6,"КіровоградськаВільшанський район"
"343","Кіровоградська","Власівка",6,7473,0.000802890405459655,0,0,0,1,"КіровоградськаВласівка"
"344","Кіровоградська","Гайворонський район",36,36171,0.000995272455834785,0,0,0,1,"КіровоградськаГайворонський район"
"345","Кіровоградська","Голованівський район",33,29452,0.00112046720086921,0,0,1,1,"КіровоградськаГолованівський район"
"346","Кіровоградська","Добровеличківський район",69,32511,0.00212235858632463,0,0,1,2,"КіровоградськаДобровеличківський район"
"347","Кіровоградська","Долинський район",45,32610,0.00137994480220791,0,0,1,1,"КіровоградськаДолинський район"
"348","Кіровоградська","Знам'янка",138,22069,0.00625311522950745,0,1,3,6,"КіровоградськаЗнам'янка"
"349","Кіровоградська","Знам'янка Друга",3,5090,0.000589390962671906,0,0,0,1,"КіровоградськаЗнам'янка Друга"
"350","Кіровоградська","Знам'янський район",39,21755,0.00179269133532521,0,0,1,2,"КіровоградськаЗнам'янський район"
"351","Кіровоградська","Компаніївський район",42,14694,0.00285830951408738,0,0,1,3,"КіровоградськаКомпаніївський район"
"352","Кіровоградська","Кропивницький",1410,225339,0.00625723909309973,0,1,3,6,"КіровоградськаКропивницький"
"353","Кіровоградська","Кропивницький район",93,36353,0.00255824828762413,0,0,1,3,"КіровоградськаКропивницький район"
"354","Кіровоградська","Маловисківський район",81,41251,0.00196358876148457,0,0,1,2,"КіровоградськаМаловисківський район"
"355","Кіровоградська","Новгородківський район",99,14831,0.00667520733598544,0,1,3,7,"КіровоградськаНовгородківський район"
"356","Кіровоградська","Новоархангельський район",54,23524,0.00229552797143343,0,0,1,2,"КіровоградськаНовоархангельський район"
"357","Кіровоградська","Новомиргородський район",51,27395,0.00186165358642088,0,0,1,2,"КіровоградськаНовомиргородський район"
"358","Кіровоградська","Новоукраїнський район",132,39968,0.00330264211369095,0,0,2,3,"КіровоградськаНовоукраїнський район"
"359","Кіровоградська","Олександрівський район",99,25800,0.00383720930232558,0,0,2,4,"КіровоградськаОлександрівський район"
"360","Кіровоградська","Олександрійське",6,4679,0.00128232528318017,0,0,1,1,"КіровоградськаОлександрійське"
"361","Кіровоградська","Олександрійський район",48,33659,0.00142606732226151,0,0,1,1,"КіровоградськаОлександрійський район"
"362","Кіровоградська","Олександрія",351,78366,0.00447898323252431,0,0,2,4,"КіровоградськаОлександрія"
"363","Кіровоградська","Онуфріївський район",72,17250,0.00417391304347826,0,0,2,4,"КіровоградськаОнуфріївський район"
"364","Кіровоградська","Пантаївка",0,2627,0,0,0,0,0,"КіровоградськаПантаївка"
"365","Кіровоградська","Петрівський район",87,22946,0.0037915105029199,0,0,2,4,"КіровоградськаПетрівський район"
"366","Кіровоградська","Світловодськ",75,44466,0.00168668195924976,0,0,1,2,"КіровоградськаСвітловодськ"
"367","Кіровоградська","Світловодський район",15,11397,0.00131613582521716,0,0,1,1,"КіровоградськаСвітловодський район"
"368","Кіровоградська","Устинівський район",24,12311,0.00194947607830396,0,0,1,2,"КіровоградськаУстинівський район"
"369","Луганська","Біловодський район",69,22856,0.00301890094504725,0,0,2,3,"ЛуганськаБіловодський район"
"370","Луганська","Білокуракинський район",54,18307,0.00294969137488392,0,0,1,3,"ЛуганськаБілокуракинський район"
"371","Луганська","Борівське",9,5726,0.00157177785539644,0,0,1,2,"ЛуганськаБорівське"
"372","Луганська","Воронове",0,836,0,0,0,0,0,"ЛуганськаВоронове"
"373","Луганська","Гірське",15,9436,0.00158965663416702,0,0,1,2,"ЛуганськаГірське"
"374","Луганська","Золоте",15,13374,0.00112157918349035,0,0,1,1,"ЛуганськаЗолоте"
"375","Луганська","Кремінський район",189,37753,0.00500622467088708,0,1,3,5,"ЛуганськаКремінський район"
"376","Луганська","Лисичанськ",684,96161,0.00711307078753341,0,1,4,7,"ЛуганськаЛисичанськ"
"377","Луганська","Марківський район",201,14242,0.0141131863502317,0,1,7,14,"ЛуганськаМарківський район"
"378","Луганська","Метьолкіне",3,785,0.00382165605095541,0,0,2,4,"ЛуганськаМетьолкіне"
"379","Луганська","Міловський район",81,14885,0.0054417198522002,0,1,3,5,"ЛуганськаМіловський район"
"380","Луганська","Нижнє",6,2258,0.00265721877767936,0,0,1,3,"ЛуганськаНижнє"
"381","Луганська","Новоайдарський район",150,39700,0.00377833753148615,0,0,2,4,"ЛуганськаНовоайдарський район"
"382","Луганська","Новодружеськ",18,6926,0.00259890268553278,0,0,1,3,"ЛуганськаНоводружеськ"
"383","Луганська","Новопсковський район",234,33173,0.007053929400416,0,1,4,7,"ЛуганськаНовопсковський район"
"384","Луганська","Попаснянський район",132,74028,0.00178310909385638,0,0,1,2,"ЛуганськаПопаснянський район"
"385","Луганська","Привілля",6,6826,0.000878992089071198,0,0,0,1,"ЛуганськаПривілля"
"386","Луганська","Рубіжне",318,56785,0.00560007044113762,0,1,3,6,"ЛуганськаРубіжне"
"387","Луганська","Сватівський район",234,33302,0.00702660500870819,0,1,4,7,"ЛуганськаСватівський район"
"388","Луганська","Сєвєродонецьк",855,102396,0.0083499355443572,0,1,4,8,"ЛуганськаСєвєродонецьк"
"389","Луганська","Сиротине",0,1568,0,0,0,0,0,"ЛуганськаСиротине"
"390","Луганська","Слов'яносербський район",0,48102,0,0,0,0,0,"ЛуганськаСлов'яносербський район"
"391","Луганська","Станично-Луганський район",75,46672,0.00160695920466232,0,0,1,2,"ЛуганськаСтанично-Луганський район"
"392","Луганська","Старобільський район",249,42693,0.00583233785398075,0,1,3,6,"ЛуганськаСтаробільський район"
"393","Луганська","Тошківка",6,3952,0.00151821862348178,0,0,1,2,"ЛуганськаТошківка"
"394","Луганська","Троїцький район",270,18932,0.0142615677160363,0,1,7,14,"ЛуганськаТроїцький район"
"395","Луганська","Щастя",45,11743,0.00383207016946266,0,0,2,4,"ЛуганськаЩастя"
"396","Львівська","Борислав",165,33186,0.00497197613451455,0,0,2,5,"ЛьвівськаБорислав"
"397","Львівська","Бродівський район",291,57457,0.00506465704787928,0,1,3,5,"ЛьвівськаБродівський район"
"398","Львівська","Брюховичі",30,6303,0.00475963826749167,0,0,2,5,"ЛьвівськаБрюховичі"
"399","Львівська","Буський район",147,45934,0.00320024382810119,0,0,2,3,"ЛьвівськаБуський район"
"400","Львівська","Винники",291,18099,0.0160782363666501,0,2,8,16,"ЛьвівськаВинники"
"401","Львівська","Гірник",24,2820,0.00851063829787234,0,1,4,9,"ЛьвівськаГірник"
"402","Львівська","Городоцький район",408,68428,0.00596247150289355,0,1,3,6,"ЛьвівськаГородоцький район"
"403","Львівська","Дрогобицький район",216,73993,0.00291919505899207,0,0,1,3,"ЛьвівськаДрогобицький район"
"404","Львівська","Дрогобич",651,75396,0.00863441031354449,0,1,4,9,"ЛьвівськаДрогобич"
"405","Львівська","Жидачівський район",195,65186,0.00299143987972878,0,0,1,3,"ЛьвівськаЖидачівський район"
"406","Львівська","Жовківський район",1251,110223,0.0113497182983588,0,1,6,11,"ЛьвівськаЖовківський район"
"407","Львівська","Золочівський район",210,68394,0.00307044477585753,0,0,2,3,"ЛьвівськаЗолочівський район"
"408","Львівська","Кам'янка-Бузький район",360,57389,0.00627297914234435,0,1,3,6,"ЛьвівськаКам'янка-Бузький район"
"409","Львівська","Львів",4956,724314,0.00684233633479403,0,1,3,7,"ЛьвівськаЛьвів"
"410","Львівська","Миколаївський район",918,62537,0.0146793098485696,0,1,7,15,"ЛьвівськаМиколаївський район"
"411","Львівська","Моршин",18,5754,0.00312825860271116,0,0,2,3,"ЛьвівськаМоршин"
"412","Львівська","Мостиський район",288,56206,0.00512400811301285,0,1,3,5,"ЛьвівськаМостиський район"
"413","Львівська","Новий Розділ",153,28304,0.0054055963821368,0,1,3,5,"ЛьвівськаНовий Розділ"
"414","Львівська","Перемишлянський район",375,37740,0.00993640699523052,0,1,5,10,"ЛьвівськаПеремишлянський район"
"415","Львівська","Пустомитівський район",1812,120872,0.0149910649281885,0,1,7,15,"ЛьвівськаПустомитівський район"
"416","Львівська","Радехівський район",252,46634,0.0054037826478535,0,1,3,5,"ЛьвівськаРадехівський район"
"417","Львівська","Рудне",24,7316,0.00328048113723346,0,0,2,3,"ЛьвівськаРудне"
"418","Львівська","Самбір",255,34695,0.00734976221357544,0,1,4,7,"ЛьвівськаСамбір"
"419","Львівська","Самбірський район",165,67063,0.00246037308202735,0,0,1,2,"ЛьвівськаСамбірський район"
"420","Львівська","Сколівський район",54,46996,0.00114903396033705,0,0,1,1,"ЛьвівськаСколівський район"
"421","Львівська","Сокальський район",1284,101748,0.012619412666588,0,1,6,13,"ЛьвівськаСокальський район"
"422","Львівська","Старосамбірський район",9,76099,0.000118266994310043,0,0,0,0,"ЛьвівськаСтаросамбірський район"
"423","Львівська","Стебник",48,20511,0.00234020769343279,0,0,1,2,"ЛьвівськаСтебник"
"424","Львівська","Стрий",87,59730,0.00145655449522853,0,0,1,1,"ЛьвівськаСтрий"
"425","Львівська","Стрийський район",111,60912,0.00182230102442868,0,0,1,2,"ЛьвівськаСтрийський район"
"426","Львівська","Східниця",9,2279,0.00394910048266784,0,0,2,4,"ЛьвівськаСхідниця"
"427","Львівська","Трускавець",141,28647,0.00492198135930464,0,0,2,5,"ЛьвівськаТрускавець"
"428","Львівська","Турківський район",9,48933,0.000183924958616884,0,0,0,0,"ЛьвівськаТурківський район"
"429","Львівська","Червоноград",315,65871,0.00478207405383249,0,0,2,5,"ЛьвівськаЧервоноград"
"430","Львівська","Яворівський район",630,126115,0.00499544066923046,0,0,2,5,"ЛьвівськаЯворівський район"
"431","м. Київ","Голосіївський район",1128,253977,0.00444134705111093,0,0,2,4,"м. КиївГолосіївський район"
"432","м. Київ","Дарницький район",849,347743,0.00244145820332832,0,0,1,2,"м. КиївДарницький район"
"433","м. Київ","Деснянський район",3210,368988,0.00869946990146021,0,1,4,9,"м. КиївДеснянський район"
"434","м. Київ","Дніпровський район",483,358244,0.00134824309688369,0,0,1,1,"м. КиївДніпровський район"
"435","м. Київ","Оболонський район",2922,318805,0.00916547732940198,0,1,5,9,"м. КиївОболонський район"
"436","м. Київ","Печерський район",1809,163184,0.0110856456515345,0,1,6,11,"м. КиївПечерський район"
"437","м. Київ","Подільський район",573,208448,0.00274888701258827,0,0,1,3,"м. КиївПодільський район"
"438","м. Київ","Святошинський район",804,342432,0.00234791141014858,0,0,1,2,"м. КиївСвятошинський район"
"439","м. Київ","Солом'янський район",1512,383183,0.00394589530328851,0,0,2,4,"м. КиївСолом'янський район"
"440","м. Київ","Шевченківський район",1263,218485,0.0057807172117079,0,1,3,6,"м. КиївШевченківський район"
"441","Миколаївська","Арбузинський район",66,19269,0.00342519072084696,0,0,2,3,"МиколаївськаАрбузинський район"
"442","Миколаївська","Баштанський район",63,36507,0.00172569644177829,0,0,1,2,"МиколаївськаБаштанський район"
"443","Миколаївська","Березанський район",75,22422,0.00334492908750334,0,0,2,3,"МиколаївськаБерезанський район"
"444","Миколаївська","Березнегуватський район",60,19344,0.00310173697270471,0,0,2,3,"МиколаївськаБерезнегуватський район"
"445","Миколаївська","Братський район",45,17129,0.00262712359156985,0,0,1,3,"МиколаївськаБратський район"
"446","Миколаївська","Веселинівський район",102,22091,0.00461726494952696,0,0,2,5,"МиколаївськаВеселинівський район"
"447","Миколаївська","Вітовський район",216,49432,0.00436963910017802,0,0,2,4,"МиколаївськаВітовський район"
"448","Миколаївська","Вознесенськ",207,34404,0.0060167422392745,0,1,3,6,"МиколаївськаВознесенськ"
"449","Миколаївська","Вознесенський район",69,29241,0.00235970042064225,0,0,1,2,"МиколаївськаВознесенський район"
"450","Миколаївська","Врадіївський район",48,16836,0.00285103349964362,0,0,1,3,"МиколаївськаВрадіївський район"
"451","Миколаївська","Доманівський район",48,24447,0.00196343109583998,0,0,1,2,"МиколаївськаДоманівський район"
"452","Миколаївська","Єланецький район",12,14863,0.000807374016012918,0,0,0,1,"МиколаївськаЄланецький район"
"453","Миколаївська","Казанківський район",153,18540,0.00825242718446602,0,1,4,8,"МиколаївськаКазанківський район"
"454","Миколаївська","Кривоозерський район",81,23825,0.00339979013641133,0,0,2,3,"МиколаївськаКривоозерський район"
"455","Миколаївська","Миколаїв",4893,480080,0.0101920513247792,0,1,5,10,"МиколаївськаМиколаїв"
"456","Миколаївська","Миколаївський район",78,29389,0.0026540542379802,0,0,1,3,"МиколаївськаМиколаївський район"
"457","Миколаївська","Новобузький район",84,29851,0.00281397608120331,0,0,1,3,"МиколаївськаНовобузький район"
"458","Миколаївська","Новоодеський район",183,32239,0.00567635472564285,0,1,3,6,"МиколаївськаНовоодеський район"
"459","Миколаївська","Очаків",69,14036,0.00491593046451981,0,0,2,5,"МиколаївськаОчаків"
"460","Миколаївська","Очаківський район",21,14832,0.00141585760517799,0,0,1,1,"МиколаївськаОчаківський район"
"461","Миколаївська","Первомайськ",375,64103,0.0058499602202705,0,1,3,6,"МиколаївськаПервомайськ"
"462","Миколаївська","Первомайський район",174,28729,0.00605659786278673,0,1,3,6,"МиколаївськаПервомайський район"
"463","Миколаївська","Снігурівський район",213,38849,0.00548276660917913,0,1,3,5,"МиколаївськаСнігурівський район"
"464","Миколаївська","Южноукраїнськ",174,39404,0.00441579535072581,0,0,2,4,"МиколаївськаЮжноукраїнськ"
"465","Одеська","Ананьївський район",93,25393,0.00366242665301461,0,0,2,4,"ОдеськаАнаньївський район"
"466","Одеська","Арцизький район",777,43774,0.017750262713026,0,2,9,18,"ОдеськаАрцизький район"
"467","Одеська","Балтський район",210,8164,0.0257226849583537,0,3,13,26,"ОдеськаБалтський район"
"468","Одеська","Березівський район",123,32760,0.00375457875457875,0,0,2,4,"ОдеськаБерезівський район"
"469","Одеська","Білгород-Дністровський",330,48674,0.00677980030406377,0,1,3,7,"ОдеськаБілгород-Дністровський"
"470","Одеська","Білгород-Дністровський район",117,59349,0.00197138957690947,0,0,1,2,"ОдеськаБілгород-Дністровський район"
"471","Одеська","Біляївський район",549,81171,0.00676349927929926,0,1,3,7,"ОдеськаБіляївський район"
"472","Одеська","Болградський район",483,66666,0.00724507245072451,0,1,4,7,"ОдеськаБолградський район"
"473","Одеська","Великомихайлівський район",90,30166,0.00298349134787509,0,0,1,3,"ОдеськаВеликомихайлівський район"
"474","Одеська","Затока",45,1761,0.0255536626916525,0,3,13,26,"ОдеськаЗатока"
"475","Одеська","Захарівський район",90,19824,0.00453995157384988,0,0,2,5,"ОдеськаЗахарівський район"
"476","Одеська","Іванівський район",108,25743,0.00419531523132502,0,0,2,4,"ОдеськаІванівський район"
"477","Одеська","Ізмаїльський район",1761,121867,0.0144501792938203,0,1,7,14,"ОдеськаІзмаїльський район"
"478","Одеська","Кілійський район",498,50386,0.0098836978525781,0,1,5,10,"ОдеськаКілійський район"
"479","Одеська","Кодимський район",153,28282,0.00540980128703769,0,1,3,5,"ОдеськаКодимський район"
"480","Одеська","Лиманський район",966,72605,0.013304868810688,0,1,7,13,"ОдеськаЛиманський район"
"481","Одеська","Любашівський район",51,29253,0.00174341093221208,0,0,1,2,"ОдеськаЛюбашівський район"
"482","Одеська","Миколаївський район",66,15399,0.00428599259692188,0,0,2,4,"ОдеськаМиколаївський район"
"483","Одеська","Овідіопольський район",486,87551,0.00555105024500006,0,1,3,6,"ОдеськаОвідіопольський район"
"484","Одеська","Одеса",8667,1017699,0.00851627052792623,0,1,4,9,"ОдеськаОдеса"
"485","Одеська","Окнянський район",24,19606,0.00122411506681628,0,0,1,1,"ОдеськаОкнянський район"
"486","Одеська","Олександрівка",18,7612,0.0023646873357856,0,0,1,2,"ОдеськаОлександрівка"
"487","Одеська","Подільськ",228,40023,0.0056967243834795,0,1,3,6,"ОдеськаПодільськ"
"488","Одеська","Подільський район",99,25524,0.0038787023977433,0,0,2,4,"ОдеськаПодільський район"
"489","Одеська","Ренійський район",216,36117,0.00598056316969848,0,1,3,6,"ОдеськаРенійський район"
"490","Одеська","Роздільнянський район",177,57209,0.00309391878900173,0,0,2,3,"ОдеськаРоздільнянський район"
"491","Одеська","Савранський район",45,18167,0.00247701877029779,0,0,1,2,"ОдеськаСавранський район"
"492","Одеська","Саратський район",330,44171,0.00747096511285685,0,1,4,7,"ОдеськаСаратський район"
"493","Одеська","Сергіївка",9,5333,0.00168760547534221,0,0,1,2,"ОдеськаСергіївка"
"494","Одеська","Тарутинський район",156,40054,0.00389474209816747,0,0,2,4,"ОдеськаТарутинський район"
"495","Одеська","Татарбунарський район",114,38065,0.00299487718376461,0,0,1,3,"ОдеськаТатарбунарський район"
"496","Одеська","Теплодар",21,10146,0.00206978119455943,0,0,1,2,"ОдеськаТеплодар"
"497","Одеська","Чорноморськ",852,58934,0.0144568500356331,0,1,7,14,"ОдеськаЧорноморськ"
"498","Одеська","Ширяївський район",15,26325,0.00056980056980057,0,0,0,1,"ОдеськаШиряївський район"
"499","Одеська","Южне",357,32724,0.0109094242757609,0,1,5,11,"ОдеськаЮжне"
"500","Полтавська","Великобагачанський район",204,23456,0.00869713506139154,0,1,4,9,"ПолтавськаВеликобагачанський район"
"501","Полтавська","Гадяцький район",177,27508,0.00643449178420823,0,1,3,6,"ПолтавськаГадяцький район"
"502","Полтавська","Глобинський район",168,41270,0.00407075357402472,0,0,2,4,"ПолтавськаГлобинський район"
"503","Полтавська","Горішні Плавні",486,50816,0.00956391687657431,0,1,5,10,"ПолтавськаГорішні Плавні"
"504","Полтавська","Гребінківський район",75,21601,0.00347206147863525,0,0,2,3,"ПолтавськаГребінківський район"
"505","Полтавська","Диканський район",237,18118,0.0130809140081687,0,1,7,13,"ПолтавськаДиканський район"
"506","Полтавська","Зіньківський район",360,32763,0.0109880047614687,0,1,5,11,"ПолтавськаЗіньківський район"
"507","Полтавська","Карлівський район",174,32539,0.00534742923875964,0,1,3,5,"ПолтавськаКарлівський район"
"508","Полтавська","Кобеляцький район",45,40172,0.00112018321218759,0,0,1,1,"ПолтавськаКобеляцький район"
