registration_area,registration_region,tot_number_new_cases,pop_number,prob,infections10,infections100,infections500,infections1000
Тернопільська,Підгаєцький район,306,17534,0.0174518079160488,0,2,9,17
Тернопільська,Теребовлянський район,660,62962,0.0104825132619675,0,1,5,10
Тернопільська,Тернопіль,2274,223462,0.0101762268305126,0,1,5,10
Тернопільська,Тернопільський район,1074,67199,0.0159823806901888,0,2,8,16
Тернопільська,Чортківський район,885,42832,0.0206621217781098,0,2,10,21
Тернопільська,Шумський район,420,32625,0.0128735632183908,0,1,6,13
Харківська,Балаклійський район,555,78337,0.00708477475522422,0,1,4,7
Харківська,Барвінківський район,198,20087,0.00985712152138199,0,1,5,10
Харківська,Близнюківський район,54,17799,0.0030338783077701,0,0,2,3
Харківська,Богодухівський район,405,37563,0.0107818864307963,0,1,5,11
Харківська,Борівський район,147,15972,0.00920360631104433,0,1,5,9
Харківська,Валківський район,273,30791,0.00886622714429541,0,1,4,9
Харківська,Великобурлуцький район,108,21256,0.00508091832894242,0,1,3,5
Харківська,Вовчанський район,255,44448,0.00573704103671706,0,1,3,6
Харківська,Дворічанський район,54,16568,0.00325929502655722,0,0,2,3
Харківська,Дергачівський район,228,92829,0.00245612901140807,0,0,1,2
Харківська,Зачепилівський район,147,14491,0.0101442274515216,0,1,5,10
Харківська,Зміївський район,441,69135,0.00637882403992189,0,1,3,6
Харківська,Золочівський район,198,24739,0.00800355713650511,0,1,4,8
Харківська,Ізюм,12,46653,0.000257218185325703,0,0,0,0
Харківська,Ізюмський район,63,16416,0.00383771929824561,0,0,2,4
Харківська,Кегичівський район,120,20353,0.0058959367169459,0,1,3,6
Харківська,Ківшарівка,9,18496,0.00048659169550173,0,0,0,0
Харківська,Коломацький район,30,6677,0.0044930357945185,0,0,2,4
Харківська,Красноградський район,189,43034,0.00439187619091881,0,0,2,4
Харківська,Краснокутський район,216,26907,0.00802765079719032,0,1,4,8
Харківська,Куп'янськ,60,27584,0.00217517401392111,0,0,1,2
Харківська,Куп'янськ-Вузловий,0,8492,0,0,0,0,0
Харківська,Куп'янський район,9,23180,0.000388265746333046,0,0,0,0
Харківська,Лозівський район,60,27331,0.0021953093556767,0,0,1,2
Харківська,Лозова,99,54618,0.00181258925628914,0,0,1,2
Харківська,Люботин,183,20646,0.00886370241208951,0,1,4,9
Харківська,Нововодолазький район,174,31472,0.00552872394509405,0,1,3,6
Харківська,Панютине,30,7058,0.00425049589118731,0,0,2,4
Харківська,Первомайський,9,29357,0.000306570834894574,0,0,0,0
Харківська,Первомайський район,0,14747,0,0,0,0,0
Харківська,Печенізький район,6,9617,0.000623895185608818,0,0,0,1
Харківська,Сахновщинський район,105,20181,0.00520291363163371,0,1,3,5
Харківська,Слобожанське,3,14017,0.000214025825782978,0,0,0,0
Харківська,Слобожанське,3,2679,0.00111982082866741,0,0,1,1
Харківська,Харків,17949,1443207,0.0124368853532445,0,1,6,12
Харківська,Харківський район,1047,176186,0.00594258340617302,0,1,3,6
Харківська,Чугуїв,312,31861,0.00979253632968206,0,1,5,10
Харківська,Чугуївський район,303,45362,0.00667959966491777,0,1,3,7
Харківська,Шевченківський район,225,19694,0.0114247994312989,0,1,6,11
Херсонська,Антонівка,36,12752,0.00282308657465496,0,0,1,3
Херсонська,Бериславський район,138,45931,0.00300450676014021,0,0,2,3
Херсонська,Білозерський район,336,64790,0.00518598549158821,0,1,3,5
Херсонська,Великолепетиський район,45,15961,0.00281937221978573,0,0,1,3
Херсонська,Великоолександрівський район,261,24494,0.0106556707765167,0,1,5,11
Херсонська,Верхньорогачицький район,30,11217,0.00267451190157796,0,0,1,3
Херсонська,Високопільський район,93,14119,0.00658686875841065,0,1,3,7
Херсонська,Генічеський район,141,58331,0.00241723954672473,0,0,1,2
Херсонська,Голопристанський район,171,44639,0.00383073097515625,0,0,2,4
Херсонська,Горностаївський район,18,18993,0.000947717580161112,0,0,0,1
Херсонська,Дніпряни,15,4089,0.00366837857666911,0,0,2,4
Херсонська,Зеленівка,21,5757,0.00364773319437207,0,0,2,4
Херсонська,Іванівський район,30,13172,0.00227755845733374,0,0,1,2
Херсонська,Каланчацький район,72,21032,0.00342335488779003,0,0,2,3
Херсонська,Каховка,153,35795,0.00427433999161894,0,0,2,4
Херсонська,Каховський район,60,34521,0.00173807247762232,0,0,1,2
Херсонська,Комишани,81,6828,0.0118629173989455,0,1,6,12
Херсонська,Наддніпрянське,0,1070,0,0,0,0,0
Херсонська,Нижньосірогозький район,126,15033,0.00838156056675314,0,1,4,8
Херсонська,Нова Каховка,177,45422,0.00389679010171283,0,0,2,4
Херсонська,Нововоронцовський район,171,20251,0.0084440274554343,0,1,4,8
Херсонська,Новотроїцький район,78,34747,0.00224479811206723,0,0,1,2
Херсонська,Олешківський район,477,70128,0.00680184804928131,0,1,3,7
Херсонська,Скадовський район,54,46043,0.00117281671481007,0,0,1,1
Херсонська,Таврійськ,18,10360,0.00173745173745174,0,0,1,2
Херсонська,Херсон,2226,286958,0.0077572327657706,0,1,4,8
Херсонська,Чаплинський район,132,34149,0.00386541333567601,0,0,2,4
Хмельницька,Білогірський район,348,25403,0.0136991693894422,0,1,7,14
Хмельницька,Віньковецький район,291,22740,0.0127968337730871,0,1,6,13
Хмельницька,Волочиський район,1119,48875,0.0228951406649616,0,2,11,23
Хмельницька,Городоцький район,543,45429,0.0119527174271941,0,1,6,12
Хмельницька,Деражнянський район,249,30458,0.00817519206776545,0,1,4,8
Хмельницька,Дунаєвецький район,660,59576,0.0110782865583456,0,1,6,11
Хмельницька,Ізяславський район,198,41972,0.00471743066806442,0,0,2,5
Хмельницька,Кам'янець-Подільський,1293,98970,0.0130645650197029,0,1,7,13
Хмельницька,Кам'янець-Подільський район,714,63302,0.0112792644782155,0,1,6,11
Хмельницька,Красилівський район,654,49345,0.0132536224541494,0,1,7,13
Хмельницька,Летичівський район,627,26490,0.0236693091732729,0,2,12,24
Хмельницька,Нетішин,480,36746,0.0130626462744244,0,1,7,13
Хмельницька,Новоушицький район,264,26983,0.00978393803505911,0,1,5,10
Хмельницька,Полонський район,411,42648,0.00963702870005627,0,1,5,10
Хмельницька,Славута,1035,35230,0.029378370706784,0,3,15,29
Хмельницька,Славутський район,291,28018,0.0103861803126561,0,1,5,10
Хмельницька,Старокостянтинів,333,34455,0.00966478014801916,0,1,5,10
Хмельницька,Старокостянтинівський район,72,27023,0.00266439699515228,0,0,1,3
Хмельницька,Старосинявський район,228,19093,0.0119415492588907,0,1,6,12
Хмельницька,Теофіпольський район,483,25353,0.0190509998816708,0,2,10,19
Хмельницька,Хмельницький,3156,273713,0.0115303255599844,0,1,6,12
Хмельницька,Хмельницький район,441,52955,0.00832782551222736,0,1,4,8
Хмельницька,Чемеровецький район,234,38770,0.00603559453185453,0,1,3,6
Хмельницька,Шепетівка,579,41189,0.0140571511811406,0,1,7,14
Хмельницька,Шепетівський район,213,32100,0.00663551401869159,0,1,3,7
Хмельницька,Ярмолинецький район,582,27866,0.020885667121223,0,2,10,21
Черкаська,Ватутіне,69,16200,0.00425925925925926,0,0,2,4
Черкаська,Городищенський район,84,38487,0.0021825551484917,0,0,1,2
Черкаська,Драбівський район,54,32932,0.00163974249969634,0,0,1,2
Черкаська,Жашківський район,3,35145,8.53606487409304e-05,0,0,0,0
Черкаська,Звенигородський район,93,42176,0.00220504552352049,0,0,1,2
Черкаська,Золотоніський район,66,39349,0.00167729802536278,0,0,1,2
Черкаська,Золотоноша,84,27664,0.00303643724696356,0,0,2,3
Черкаська,Кам'янський район,9,25767,0.000349283967865875,0,0,0,0
Черкаська,Канів,108,23597,0.00457685298978684,0,0,2,5
Черкаська,Канівський район,69,18587,0.00371227201807715,0,0,2,4
Черкаська,Катеринопільський район,57,23093,0.00246828043129953,0,0,1,2
Черкаська,Корсунь-Шевченківський район,105,40625,0.00258461538461538,0,0,1,3
Черкаська,Лисянський район,84,22202,0.00378344293306909,0,0,2,4
Черкаська,Маньківський район,48,26211,0.00183129220556255,0,0,1,2
Черкаська,Монастирищенський район,114,34817,0.00327426257288106,0,0,2,3
Черкаська,Сміла,201,66972,0.00300125425550977,0,0,2,3
Черкаська,Смілянський район,51,31264,0.00163126919140225,0,0,1,2
Черкаська,Тальнівський район,192,31874,0.00602371839116521,0,1,3,6
Черкаська,Уманський район,18,41994,0.00042863266180883,0,0,0,0
Черкаська,Умань,99,82603,0.00119850368630679,0,0,1,1
Черкаська,Христинівський район,48,33479,0.0014337345798859,0,0,1,1
Черкаська,Черкаси,558,274762,0.00203084851617036,0,0,1,2
Черкаська,Черкаський район,255,73883,0.00345140289376447,0,0,2,3
Черкаська,Чигиринський район,42,25410,0.00165289256198347,0,0,1,2
Черкаська,Чорнобаївський район,15,39346,0.000381233162202003,0,0,0,0
Черкаська,Шполянський район,147,41211,0.00356700880832787,0,0,2,4
Чернівецька,Вижницький район,741,55095,0.0134494963245304,0,1,7,13
Чернівецька,Герцаївський район,138,33175,0.00415975885455916,0,0,2,4
Чернівецька,Глибоцький район,609,74131,0.00821518662907555,0,1,4,8
Чернівецька,Заставнівський район,660,48198,0.0136935142537035,0,1,7,14
Чернівецька,Кельменецький район,414,39157,0.0105728222284649,0,1,5,11
Чернівецька,Кіцманський район,2088,68027,0.030693695150455,0,3,15,31
Чернівецька,Новодністровськ,195,10622,0.0183581246469591,0,2,9,18
Чернівецька,Новоселицький район,873,76744,0.0113754821223809,0,1,6,11
Чернівецька,Путильський район,84,26304,0.00319343065693431,0,0,2,3
Чернівецька,Сокирянський район,486,41686,0.0116585904140479,0,1,6,12
Чернівецька,Сторожинецький район,957,100918,0.0094829465506649,0,1,5,9
Чернівецька,Хотинський район,1200,60515,0.0198297942658845,0,2,10,20
Чернівецька,Чернівці,6153,267060,0.0230397663446417,0,2,12,23
Чернігівська,Бахмацький район,288,42381,0.00679549798258654,0,1,3,7
Чернігівська,Бобровицький район,126,31435,0.00400827103547002,0,0,2,4
Чернігівська,Борзнянський район,45,29500,0.00152542372881356,0,0,1,2
Чернігівська,Варвинський район,147,15186,0.00967996839193994,0,1,5,10
Чернігівська,Городнянський район,15,26850,0.000558659217877095,0,0,0,1
Чернігівська,Ічнянський район,219,29658,0.00738417964798705,0,1,4,7
Чернігівська,Козелецький район,267,42282,0.00631474386263658,0,1,3,6
Чернігівська,Коропський район,117,21620,0.00541165587419056,0,1,3,5
Чернігівська,Корюківський район,102,25422,0.00401227283455275,0,0,2,4
Чернігівська,Куликівський район,177,15730,0.0112523839796567,0,1,6,11
Чернігівська,Менський район,132,33730,0.00391343018084791,0,0,2,4
Чернігівська,Ніжин,663,68007,0.00974899642683841,0,1,5,10
Чернігівська,Ніжинський район,159,25716,0.00618292113859076,0,1,3,6
Чернігівська,Новгород-Сіверський район,111,12340,0.00899513776337115,0,1,4,9
Чернігівська,Носівський район,150,27749,0.00540560020180907,0,1,3,5
Чернігівська,Прилуки,372,53395,0.00696694447045604,0,1,3,7
Чернігівська,Прилуцький район,63,34406,0.00183107597512062,0,0,1,2
Чернігівська,Ріпкинський район,177,25646,0.00690166107775092,0,1,3,7
Чернігівська,Семенівський район,54,16790,0.00321620011911852,0,0,2,3
Чернігівська,Сновський район,57,22405,0.00254407498326266,0,0,1,3
Чернігівська,Сосницький район,111,17377,0.00638775392760546,0,1,3,6
Чернігівська,Срібнянський район,57,10691,0.00533158731643438,0,1,3,5
Чернігівська,Талалаївський район,57,12065,0.0047244094488189,0,0,2,5
Чернігівська,Чернігів,3039,286899,0.0105925778758378,0,1,5,11
Чернігівська,Чернігівський район,399,51152,0.0078002815139193,0,1,4,8
м. Київ,Київ,11202,2963489,0.00378000390755626,0,0,2,4
